id,Job_title,Company,Category,Location,Work_type,Working_type,Salary,Experience,Skills,Study_requirement,Desc,Link,Link_img
gl10,CREDIT MARKETING OFFICER,PT. Mandiri Andalan Utama Surabaya,Teliti Dan Cekatan,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp2,3jt-Rp10jt",Kurang dari setahun,Tidak ditampilkan,SMA/SMK,,https://glints.com/id/opportunities/jobs/credit-marketing-officer/a5534fda-402b-4f59-b36a-0ff0c7811bd6?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/50a233ab585246e46ce5a32081976d51.jpeg;
gl11,Pengawas operasi O& M ( Operation & Maintenance ),PT Artha Envirotama,Oil and Gas,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,Tidak ditampilkan,Sarjana (S1),,https://glints.com/id/opportunities/jobs/pengawas-operasi-o-and-m-operation-and-maintenance/9f933a4b-8058-4c27-98a1-cda38ff7e041?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/bef329e2edc58c646720e283760407ac.png;
gl12,Business Development Intern,Faith Fade,Business Intelligence,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Rp500rb-Rp1jt,Kurang dari setahun,"Pengembangan Bisnis, Business Intelligence, Strategi Bisnis",Diploma (D1 - D4),,https://glints.com/id/opportunities/jobs/business-development-intern/28f2390d-e151-40c6-87e7-6cbcb47f30d5?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/3a24d6a00cc003eae55d05712d622527.png;
gl13,Content Creator Intern,Faith Fade,Content Marketing,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Rp750rb-Rp1jt,Kurang dari setahun,"Pembuatan Konten, Microsoft Office, Pemasaran Konten",Diploma (D1 - D4),"Great visual taste and ideas., A great storyteller., Create and execute content planning and strategies for Instagram & Tiktok., Familiar with social media trend., Coordinate with the creative team to produce promotional media., Build a relationship with Customer & KOL",https://glints.com/id/opportunities/jobs/content-creator-intern/8126c636-9acc-435c-acd5-c218d2ef4ae7?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/3a24d6a00cc003eae55d05712d622527.png;
gl14,Social Media Specialist Intern,Faith Fade,Social Media Marketing & Management,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Rp750rb-Rp1jt,Kurang dari setahun,"Desain Grafis, Pemasaran & Manajemen Media Sosial, Microsoft Office",Sarjana (S1),,https://glints.com/id/opportunities/jobs/social-media-specialist-intern/e9ae71cb-b5a6-4b57-96c0-1f428d141d6f?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/3a24d6a00cc003eae55d05712d622527.png;
gl15,Graphic Designer Intern,Faith Fade,Adobe Illustrator,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,Rp750rb-Rp1jt,Kurang dari setahun,"Adobe Illustrator, Adobe After Effects, Adobe Photoshop",Diploma (D1 - D4),"Social Media Savvy, Interested in Fashion is a plus, Proficiency in Adobe family, Photo Editing, Video Editing, Photography and Videography skill is a plus, 3D skill is a plus  

Responsibility, Working closely with art director to create new products, Responsible for Social Media post, Responsible for branding, Create Moodboard, Create Mockup",https://glints.com/id/opportunities/jobs/graphic-designer-intern/3706a085-4b0d-4030-aedf-dfd3150121f5?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/3a24d6a00cc003eae55d05712d622527.png;
gl16,Admin & Packing,Faith Fade,Packing,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1,5jt-Rp2jt",Kurang dari setahun,"Microsoft Excel, Pengemasan, Microsoft Office",SMP,"18-25 Tahun, Familiar dengan Marketplace, Familiar dengan Microsoft Office, Pendidikan minimal SMP, Mampu bekerja dibawha tekanan, Mempunyai keinginan belajar yang tinggi",https://glints.com/id/opportunities/jobs/admin-and-packing/930dd288-5be1-4b4f-85cc-87bab59733e3?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/3a24d6a00cc003eae55d05712d622527.png;
gl17,Staff HRD & Personalia,KSPPS BMT Beringharjo,Recruitment,"Kapanewon Gamping, Sleman, DI Yogyakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp2,5jt-Rp3,8jt",1 – 3 tahun,"Manajemen Program, Administrasi SDM, Rekrutmen",Sarjana (S1),,https://glints.com/id/opportunities/jobs/staff-hrd-and-personalia/b41eed40-f712-49c3-a53d-025445617d48?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/1c2224199c856d09724775004b133bb4.jpg;
gl18,SALESMAN CONSUMER PRODUCT & OTC - JAKARTA TIMUR,PT Mensa Binasukses,pekerja lapangan,"Pulogadung, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,Tidak ditampilkan,SMA/SMK,"Pria atau Wanita berusia maksimal 30 tahun;, Minimal lulusan SMA (berpengalaman) atau D3 dari segala jurusan diutamakan jurusan Kesehatan;, Diutamakan memiliki pengalaman minimal Pengalaman kerja 1 tahun sebagai Salesman di perusahaan distribusi, Fresh Graduate dipersilahkan melamar;, Menyukai kerja di lapangan;, Memiliki komunikasi yang baik;, Memiliki SIM C dan motor pribadi.",https://glints.com/id/opportunities/jobs/salesman-consumer-product-and-otc-jakarta-timur/d3e9d465-fb8d-41ac-9d18-96b4e42ba100?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/ebc184afb50acb0884a12f11f7c7b14c.jpg;
gl19,Data Entry,Peeba Indonesia,Image Editing,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Harian,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Data Entry, Bahasa Inggris, Manajemen Data, Pengeditan Gambar, Keterampilan Komunikasi",Diploma (D1 - D4),"Data entry for brand onboarding., Editing and uploading photos in brand portal., Quality checking for brands in marketplace., Liase with brand team to do follow up with brands for store building., Accepting and working on data changes request from brands.",https://glints.com/id/opportunities/jobs/data-entry/bf888808-9eb7-4bd3-a250-b84050c12a1f?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/9855e08393ba66469b0d83888ed0775f.png;
gl20,Pattern Maker (Tukang Pola),Promoda Bali,Strong Communication Skills,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp6jt-Rp7jt,1 – 3 tahun,"Menulis, Pembuatan Pola, Keterampilan Komunikasi",SMA/SMK,"Membuat pola baju, Membuat grading pola baju, Bekerja sama dengan Tukang Potong dan Tukang Jahit agar baju yang dibuat hasilnya sesuai dengan rancangan yang dibuat, Manajemen perbendaharaan pola",https://glints.com/id/opportunities/jobs/pattern-maker-tukang-pola/00c903fa-1d8b-45b6-b6fc-852142190ad2?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/10459ae93cff841d98b1a61eda9e5960.jpeg;
gl21,Beautician Eyelash Extension,Rivel Studio,Communication Skills,"Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Kontrak,Tidak ditampilkan,"Rp1jt-Rp1,8jt",Kurang dari setahun,"Kerja Tim, Kemampuan Komunikasi, Kemampuan Menyesuaikan Diri",SMP,"Domisili Sidoarjo, Wanita max umur 26 tahun, Familiar dengan Eyelash Extension dan Nail Art, berperilaku baik, jujur, rapi, SIAP DIKONTRAK",https://glints.com/id/opportunities/jobs/beautician-eyelash-extension/177bb587-37cc-4d9c-8aa5-01479ed40c7d?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/abf375e7dcea34e6704f79209e037d77.jpg;
gl22,Web Developer (Full Stack),PT Insan Medika Persada,Back-End Web Development,"Kemantren Gondomanan, Yogyakarta, DI Yogyakarta, Indonesia",Kontrak,Tidak ditampilkan,"Rp2,5jt-Rp3,5jt",1 – 3 tahun,"Pengembangan Web, Laravel, Pengembangan Frontend",SMA/SMK,,https://glints.com/id/opportunities/jobs/web-developer-full-stack/c5c87745-0610-406d-a0d5-d5b60452beb7?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/e7c46b9172a9d3fcf4f30beb30394f0b.jpg;
gl23,Office boy,PT Primagama Generasi Rabbani,Microsoft Office,"Taman Sari, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp1jt-Rp1,7jt",Kurang dari setahun,"Kerja Tim, Microsoft Office, Hubungan Masyarakat",SMP,,https://glints.com/id/opportunities/jobs/office-boy/835b7c3f-1bf5-49ea-9921-30623a3f2ae4?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/a715a534592e8558c6c472e6ff62330a.jpeg;
gl24,Admin Accounting,PT. Ogurindo Sejahtera Selalu (Oguri Cafe),Accounting,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Microsoft Excel, Akuntansi, Google Sheets",SMA/SMK,,https://glints.com/id/opportunities/jobs/admin-accounting/cd2538f4-d6ee-44e0-8f7b-88dda6a24dea?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/b96444295fcd3064c0d2a3d3485fe3df.jpeg;
gl25,Creative Content Specialist,Demar Hijab,Pengalaman Buat Konten,"Gedebage, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Manajemen Proyek, Berbicara di Depan Umum, Pembuatan Konten",SMA/SMK,"Bertanggung jawab dalam pembuatan konten end to end process (merancang strategi konten dan melaksanakan strategi konten), Mengembangkan dan menghasilkan ide konten berkualitas tinggi (video, foto, copy) untuk mempromosikan produk guna meningkatkan brand awareness, engagement, conversion rate dan menjangkau audiens baru, Mengikuti, meneliti dan menganalisa tren media sosial terbaru, Mampu membuat rencana dan pembuatan konten bulanan dan harian, Mengukur dan mengoptimalkan kinerja upaya pemasaran konten, Bekerja sama erat dengan branding officer, digital marketing, dan pemasar konten lainnya untuk menerbitkan konten",https://glints.com/id/opportunities/jobs/creative-content-specialist/3204532d-9e9d-4f0e-acb2-3883bb719ff8?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/acc41f30ee3c61b15d94924dfa72e48d.png;
gl26,Multimedia Designer,PT. GILTON PERKASA INDONESIA,Image Editing,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Paruh Waktu,Tidak ditampilkan,"Rp1jt-Rp1,5jt",Kurang dari setahun,"Pengeditan Foto, Pengeditan Video, Fotografi, Videografi, Pengeditan Gambar, Produksi Film & Video, Adobe Photoshop",Diploma (D1 - D4),,https://glints.com/id/opportunities/jobs/multimedia-designer/cd8810d0-18c4-41dc-8b0d-964a5581f704?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/1a160ee3d8e59527124f0b134f0642e9.png;
gl27,Kasir,Haka Talenta Cv,Menghitung,"Taman Sari, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,Kerja Tim,SMA/SMK,"Menerima pembayaran dari pelanggan dengan akurat dan efisien., Menghitung kembali uang tunai untuk memastikan kesesuaiannya dengan total transaksi., Menyediakan informasi produk, harga, dan promosi kepada pelanggan., Menangani pertanyaan dan keluhan pelanggan dengan sopan dan profesional., Mengelola transaksi non-tunai seperti pembayaran dengan kartu kredit atau sistem pembayaran elektronik., Menghasilkan laporan keuangan harian dan melakukan rekonsiliasi kas",https://glints.com/id/opportunities/jobs/kasir/a4027ff6-855d-45e3-bce9-d6c67c352873?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/0ac56cffc3a27b8aaf80989e573af699.jpeg;
gl28,Inventory Control Mahir Excel (pivot Vlookup),CV Karya Insan Perkasa,Pivot Table,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp4,9jt-Rp5,2jt",1 – 3 tahun,"Pivot Table, Microsoft Excel, Microsoft Office",Sarjana (S1),,https://glints.com/id/opportunities/jobs/inventory-control-mahir-excel-pivot-vlookup/9ac78963-83aa-48f5-9e0d-15f0ca2a5c3d?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/85ddc5dd94f2a5c727edc38952c0c70b.png;
gl29,Finance Staff (Project Based),NOTCH,Accounting,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Microsoft Excel, Akuntansi, Pajak Penghasilan",Sarjana (S1),"Can join ASAP., Willing to work in our office at South Jakarta. Preferably living at South Jakarta area., Excellent working with Ms. Excel (formulas)., Able to operate Accounting System (Accurate)., Able to operate Tax Application (E-Faktur & E-Bupot Unifikasi).",https://glints.com/id/opportunities/jobs/finance-staff-project-based/dd295f0b-fde6-4aec-9362-1b867ebe6051?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/a68338f897a5b83559019b8ee538ecab.png;
gl30,Perawat Klinik Kecantikan,PT SARANA ESTETIKA INTERNASIONAL,Facial,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp4,5jt-Rp4,7jt",1 – 3 tahun,"Perangkat Medis, Perawatan Wajah, Keterampilan Komunikasi",Diploma (D1 - D4),,https://glints.com/id/opportunities/jobs/perawat-klinik-kecantikan/ce257007-7ac8-4096-aa4f-2113b038a401?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/e5b1e7ef72ee73df431e3637d09c1740.png;
gl31,Chef Japanese Food,Apta Jaya Abadi,Culinary Skills,"Pasar Rebo, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,1 – 3 tahun,"Keterampilan Kuliner, Manajemen Restoran, Memasak Masakan Jepang",SMA/SMK,,https://glints.com/id/opportunities/jobs/chef-japanese-food/f0127dd0-6822-41c4-9c41-01229651b3cc?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/fe672c6aa7fd33a3e391bcffb77de3c1.jpeg;
gl32,Prewedding/Wedding/Event Videographer Specialist,Minamoto Photo Studio,Adobe Photoshop,"Pondok Aren, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp7jt-Rp8jt,1 – 3 tahun,"Pengeditan Video, Fotografi, Videografi, Adobe Photoshop",Diploma (D1 - D4),"Proven Experience as a Event, Wedding and Prewedding Videogrpher, Proficiency in video editing software, Strong understanding of composition, lighting, and storytelling, Ability to work flexible hours, including weekend, national holiday to accommodate events",https://glints.com/id/opportunities/jobs/prewedding-wedding-event-videographer-specialist/12518c42-4571-485e-b978-0b7973d4eccf?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/ec8d08fd47859f268acfb0a98e0b545a.png;
gl33,Business Development Manager,Bizsquare Management Consultants Pte Ltd,Client Acquisition,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp12jt-Rp17jt,5 – 10 tahun,"Pengembangan Bisnis, Akuisisi Klien, Manajemen Klien, Perencanaan Bisnis, Strategi Bisnis",Sarjana (S1),"Prospect for new SME customers in Singapore and proactively market our business solutions to meet their needs (eg. business financing, business matching in Indonesia, branding and marketing development, digital marketing etc.), Engage clients professionally, understanding their unique needs, and presenting suitable partnership opportunities persuasively and eloquently, Leverage your extensive network and interpersonal skills to establish meaningful connections in diverse industries, fostering successful business relationships, Manage and service your portfolio of accounts, Generate and achieve revenue targets assigned, Building a strong network of decision-makers in the business space and partnerships for new business opportunities, Constantly bringing in new clients and ensuring that we're building long-term relationships across sectors, Assist the Lead Consultant in Indonesia in providing exceptional business matching services, ensuring successful partnerships between Singaporean SMEs and Indonesian businesses, Conduct detailed market research, particularly focusing on the Indonesian economy and various sectors, enabling strategic decision-making for our clients",https://glints.com/id/opportunities/jobs/business-development-manager/d7d421fe-b427-40cb-aa75-aff7d1d7f3b0?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/0bea03a7e798ce29f1e654d90323f032.png;
gl34,Permit PIC and Government,PT. YOFC INTERNATIONAL INDONESIA,Community Engagement,"Metro, Metro, Lampung, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp5jt-Rp7jt,1 – 3 tahun,"Keterlibatan Komunitas, Komunikasi Interpersonal, Microsoft Office",Diploma (D1 - D4),"Maintain permit process until released to RW/RT/Developer and Subdistrict government, Handling community and government environmental permits., Maintain good relationship with government (local and provincial level) and other relevant stakeholders., Negotiating permits with the community and government, Survey And Design Temporary based on boundary area, Solve permit issues if there are implementation Blocking",https://glints.com/id/opportunities/jobs/permit-pic-and-government/f3a0246c-945c-41fc-9c68-356356d0c3f2?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/6f58760685f74092d043b4787e2b6f6a.png;
gl35,Business Development Manager (Remote),Bizsquare Management Consultants Pte Ltd,Client Acquisition,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp8jt-Rp13jt,5 – 10 tahun,"Pengembangan Bisnis, Akuisisi Klien, Manajemen Klien, Perencanaan Bisnis, Strategi Bisnis",Sarjana (S1),"Prospect for new SME customers in Singapore and proactively market our business solutions to meet their needs (eg. business financing, business matching in Indonesia, branding and marketing development, digital marketing etc.), Engage clients professionally, understanding their unique needs, and presenting suitable partnership opportunities persuasively and eloquently, Leverage your extensive network and interpersonal skills to establish meaningful connections in diverse industries, fostering successful business relationships, Manage and service your portfolio of accounts, Generate and achieve revenue targets assigned, Building a strong network of decision-makers in the business space and partnerships for new business opportunities, Constantly bringing in new clients and ensuring that we're building long-term relationships across sectors, Assist the Lead Consultant in Indonesia in providing exceptional business matching services, ensuring successful partnerships between Singaporean SMEs and Indonesian businesses, Conduct detailed market research, particularly focusing on the Indonesian economy and various sectors, enabling strategic decision-making for our clients",https://glints.com/id/opportunities/jobs/business-development-manager-remote/ce2880a1-f7d3-4fc2-897f-db7084061700?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/0bea03a7e798ce29f1e654d90323f032.png;
gl36,Sales Manager B2B Denpasar,PT. Casa Verde Indonesia (OT Group),B2B Sales,"Denpasar Utara, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp6jt-Rp7jt,1 – 3 tahun,"Pemasaran B2B, Key Account Management (KAM), Penjualan B2B",Sarjana (S1),"Champion an array of client relationship and corporate partnerships, Manage several accounts, develop and retain B2B clients, Serve as trusted point of contact for business discussions, Communicate feedback from clients to senior staff, Strengthen business targets through achievement of client and company goals, Generate sales for client accounts, Study and analyse market trends to provide inputs to the team and management, Forecast and track client account metrics, Build relationships with new B2B clients and manage productivity of the accounts team, Maintain or start business relationships with industry contacts, Collaborate with other business functions to provide excellent client advisory service, Identify opportunities to grow business relationships with existing clients, Manage, lead and train account executives to attain team goals",https://glints.com/id/opportunities/jobs/sales-manager-b2b-denpasar/b681eba5-e0a3-4a57-adc8-45769da18b5a?utm_referrer=explore,https://images.glints.com/unsafe/glints-dashboard.s3.amazonaws.com/company-logo/01331d1479a89e298ad2a7fa3a5cd7f5.png;
