Company,Job_title,Location,Salary,Work Type,Skill,Job_Desc,Links
PT Mahakarya Putra Plastindo,Accounting,"Kutawaringin, Kab. Bandung, Jawa Barat, Indonesia","Rp3,5jt-Rp4,5jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/accounting/a71daf56-ce4f-46db-890f-c3fbf4ba38f9?utm_referrer=explore
PT Etrama Nusa Energi,Site Manager,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Teamwork, AutoCAD, Leadership, Helioscope, PVSyst",,https://glints.com/id/opportunities/jobs/site-manager/6e46c6a2-b5de-40cc-add0-e597ff74423b?utm_referrer=explore
M'Soul Indonesia,Finance Officer,"Denpasar Barat, Denpasar, Bali, Indonesia",Rp4jt-Rp6jt,Penuh Waktu,"Finance Admin, Finance Accounting, Finance",,https://glints.com/id/opportunities/jobs/finance-officer/5393cc3d-4412-46d4-9895-7cc210d571d6?utm_referrer=explore
Invelli Solusindo,.Net Developer,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"University Bachelor's degree holder majoring in Computer Science, Engineering or related field, Strong knowledge in ASP.Net, ASP.Net MVC 3.0/4.0, XML, Web Services, AJAX, HTML 5, CSS3, Javascript & Windows Form development will be an advantage, Excellent team player, Able to cope well in a fast paced environment, Discipline, self motivated work ethic, Full time & part time position available, Training will be provided, so fresh graduate welcomed to apply",https://glints.com/id/opportunities/jobs/net-developer/943d6762-2e95-49cb-a00a-d8712e8e78e0?utm_referrer=explore
Flexypack,Software Developer Full Stack Odoo - Yogyakarta,"Kapanewon Banguntapan, Kab. Bantul, DI Yogyakarta, Indonesia","Rp4,5jt-Rp9jt",Penuh Waktu,"Odoo Developer, Full Stack Developer, Software Development",,https://glints.com/id/opportunities/jobs/software-developer-full-stack-odoo-yogyakarta/fbbfbc77-90ca-4105-88e1-06816d5e7fc6?utm_referrer=explore
PT.SINAR JERNIH SUKSESINDO,Collection Officer,"Mojosari, Kab. Mojokerto, Jawa Timur, Indonesia","Rp4,3jt-Rp4,3jt",Penuh Waktu,"Penagihan, Kejujuran, Good Communication Skills",,https://glints.com/id/opportunities/jobs/collection-officer/68dd1c2f-0c2b-444b-9849-b16044c3848c?utm_referrer=explore
Little Singapore by Chef Bernard,Kitchen Staff,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Kitchen Staff, Bisa Memasak, Cooking",,https://glints.com/id/opportunities/jobs/kitchen-staff/46eecc64-38c6-42db-a087-bcaabd0d06d5?utm_referrer=explore
Little Singapore by Chef Bernard,Cook (Masak),"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Bisa Memasak, Kitchen Management, Cooking",,https://glints.com/id/opportunities/jobs/cook-masak/81f95289-bc90-4da5-8e9b-64dad0166db7?utm_referrer=explore
Little Singapore by Chef Bernard,Pramusaji/Waitters,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Mempunyai Komunikasi Yang Baik Dengan Pelanggan, English, Waitress",,https://glints.com/id/opportunities/jobs/pramusaji-waitters/94e2bbda-ab8d-46af-af94-196bd5055060?utm_referrer=explore
M'Soul Indonesia,Admin Marketing,"Denpasar Barat, Denpasar, Bali, Indonesia","Rp4,5jt-Rp5jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/admin-marketing/5a9b7542-dc51-4f9e-9144-7f7320ce5ec1?utm_referrer=explore
IDE Asia,Net Developer,"Bandung Kulon, Bandung, Jawa Barat, Indonesia",Rp5jt-Rp15jt,Penuh Waktu,,"Strong knowledge of Object-Oriented Programming (OOP) concepts, Experience in Software Development and relevant programming languages, Proficient in .NET Core and ASP.NET MVC, Ability to analyze, design, and develop software solutions, Experience in performing code review and maintaining software documentation, Excellent problem solving and debugging skills, Strong communication and interpersonal skills",https://glints.com/id/opportunities/jobs/net-developer/de6fb190-2771-4d57-9946-569a2f2feece?utm_referrer=explore
The Hamsa Bali Resort,Waiter/Waitress,"Buleleng, Kab. Buleleng, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"English Speaking, Good Attitude, Good Communication Skills",,https://glints.com/id/opportunities/jobs/waiter-waitress/bb070c64-f330-42d1-810a-a656bc61f92d?utm_referrer=explore
The Hamsa Bali Resort,Kitchen Staff,"Buleleng, Kab. Buleleng, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/kitchen-staff/f416415d-f816-4343-b139-a2427da3649d?utm_referrer=explore
PT Taurus Gemilang Group Bali,Purchasing Staff,"Nusa Penida, Kab. Klungkung, Bali, Indonesia",Rp3jt-Rp4jt,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/purchasing-staff/3936820c-90a8-4ef6-b864-e75552cb8f9c?utm_referrer=explore
PT Taurus Gemilang Group Bali,Waiter/Waitress,"Kuta, Kab. Badung, Bali, Indonesia",Rp3jt-Rp4jt,Penuh Waktu,,"Menyapa dan melayani pelanggan di kafe atau restoran, Mengkonfirmasi item makanan sesuai dengan pesanan pelanggan, Mengantar pesanan makanan ke meja pelanggan, Mematuhi kebijakan, keamanan, dan kepuasan pelanggan, Memberikan tagihan dan memproses pembayaran",https://glints.com/id/opportunities/jobs/waiter-waitress/7afbe9b7-9056-4ff7-8355-80bb1da768eb?utm_referrer=explore
PT Taurus Gemilang Group Bali,Host & Hostes,"Kuta, Kab. Badung, Bali, Indonesia",Rp3jt-Rp4jt,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/host-and-hostes/921b096c-992d-4508-b148-f471afbfcbad?utm_referrer=explore
Social Bread,Event & Partnership Intern (Paid),"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia","Rp1,5jt-Rp1,5jt",Magang,,"Partnership dengan komunitas, Merencanakan, mengatur pre-post event, Berkoordinasi dengan pihak internal, team & eksternal untuk mengeksekusi event",https://glints.com/id/opportunities/jobs/event-and-partnership-intern-paid/1e169a67-60d4-48e9-a38f-a9703b389856?utm_referrer=explore
Kopi Pujaan,Admin Marketing,"Pagedangan, Kab. Tangerang, Banten, Indonesia",Rp2jt-Rp3jt,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/admin-marketing/d951e403-93be-446b-8ebf-18b0257d355a?utm_referrer=explore
Mazuta Group,Aftersales Staff,"Suko Manunggal, Surabaya, Jawa Timur, Indonesia","Rp4,3jt-Rp4,8jt",Penuh Waktu,,"Menginformasikan penerimaan service, Menginformasikan estimasi kerusakan & biaya service, Melakukan penagihan biaya service, Mendata recall rate & komplain service center, Membuatkan resi pengiriman jika perlu",https://glints.com/id/opportunities/jobs/aftersales-staff/f3636399-28d4-4dad-aa48-1944fb370ef0?utm_referrer=explore
PT Megatama Makmur Sentosa,Lowongan Pekerjaan Sales External Gaji Dan Komisi Menarik,"Periuk, Tangerang, Banten, Indonesia","Rp4jt-Rp4,5jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/lowongan-pekerjaan-sales-external-gaji-dan-komisi-menarik/54fcb937-4924-4fee-8d3c-133bf87f60d9?utm_referrer=explore
CV. Kukche Mitra Sukses,Editor Video & Film,"Kedunghalang, Bogor, Jawa Barat, Indonesia","Rp1,5jt-Rp2jt",Penuh Waktu,"Video Editor, Videography, Adobe Premiere Pro",,https://glints.com/id/opportunities/jobs/editor-video-and-film/55236074-a6b8-4183-a596-f31ecae3a7a5?utm_referrer=explore
Asa Ren Pte Ltd,Corporate Development,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Negosiasi Dan Presentasi, Project Management Skills, Good Communication Skills","Bachelors / Master's Degree in Business Administration, Finance, Management, Communication or equivalent, 3 years of experience as Corporate Development /Corporate Strategy/ Business Development, Experienced in pharmaceutical company / Healthcare industry / Tech Start up would be great, Willing to travel overseas, Fluent in English",https://glints.com/id/opportunities/jobs/corporate-development/bb7202b9-4dfd-4caa-a1e1-7a1ef35c0f33?utm_referrer=explore
PT Faasri Utama Sakti,L1 Application Support,"Tangerang, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Possessing specialist knowledge of operating systems, devices, applications and software, Log, manage, and own cases through resolution and assist with root cause analysis, identify fix and preventative measures. Ensure all cases are updated on a regular basis and clients are advised of status in adherence to service level agreements., Support information of identification and escalation regarding application problem and operational issue, Handle daily tickets and complaints, Perform all tasks in accordance with all policies and procedures",https://glints.com/id/opportunities/jobs/l1-application-support/fdea72bc-9da2-453c-a9bc-7e3fea1a9b21?utm_referrer=explore
PT. MOCA CAFE DISTINCT,Waitress & Waiter,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/waitress-and-waiter/1d48cd5a-e388-46d8-bccb-a84087ff3011?utm_referrer=explore
E-cube,Guru Bimbel Math Tutor Matematika,"Sukun, Malang, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Paruh Waktu,,"Prepare and deliver practical lessons in line with the Cambridge curriculum., Assess and monitor student progress., Create a conducive learning environment., Provide feedback and support to students., Adapt teaching methods to accommodate various learning styles.",https://glints.com/id/opportunities/jobs/guru-bimbel-math-tutor-matematika/d3bd05a8-d2ec-4f08-82c6-be93eaeab9f9?utm_referrer=explore
PT. MOCA CAFE DISTINCT,Pastry Chef,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/pastry-chef/17e0d23b-2752-433f-899f-251197a91034?utm_referrer=explore
Logisly,B2B Sales Hunter,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Logisly is a B2B logistics digital platform that connects shippers with thousands of trucks from thousands of verified corporate carriers under our network. We aim to reshape the future and ease the high cost of logistics in Indonesia, by increasing utilization of trucks and providing more certainty in managing supply chains through a wide network of reliable transport, order transparency, and automation., Currently, we have partnered with more than 1500 trucking companies (with around 70000 fleets) and around 500 shippers from various sectors, including fast-moving consumer goods, chemicals, constructions, e-commerce, and many more.",https://glints.com/id/opportunities/jobs/b2b-sales-hunter/944db949-a322-4b4d-9fde-1d9d0a7532b8?utm_referrer=explore
The KPI Institute,Research Analyst for Affluence Center,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",USD600-USD800,Penuh Waktu,,"Comprehensive Research and Analysis:, Conduct extensive research and in-depth analysis of Affluence to create a center’s framework, Conduct extensive research and in-depth analysis of research topics within the center's framework., Utilize a variety of research methods and tools to gather and synthesize information.",https://glints.com/id/opportunities/jobs/research-analyst-for-affluence-center/ce4f4f34-3273-4442-9ec3-2423bc18ccc0?utm_referrer=explore
Gooritss Indonesia Sejahtera,Sales IT,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Communication and Customer Service skills, Sales experience, Ability to provide training and support to customers, Sales Management experience, Experience in the IT hardware industri, Excellent interpersonal and relationship-building skills, Ability to work independently and as part of a team, Bachelor's degree in Business, Marketing, or related field",https://glints.com/id/opportunities/jobs/sales-it/906b10be-9c31-430e-94b4-256909783435?utm_referrer=explore
The KPI Institute,Research Analyst for Longevity Center,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",USD600-USD800,Penuh Waktu,,"Comprehensive Research and Analysis:, Conduct extensive research and in-depth analysis of Longevity to create a center’s framework, Conduct extensive research and in-depth analysis of research topics within the center's framework., Utilize a variety of research methods and tools to gather and synthesize information.",https://glints.com/id/opportunities/jobs/research-analyst-for-longevity-center/a61db9b5-4944-4b36-93a9-05ea9cb998f6?utm_referrer=explore
Aksoro,Copywriter,"Kapanewon Gamping, Kab. Sleman, DI Yogyakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Instagram, TikTok, Copywriter",,https://glints.com/id/opportunities/jobs/copywriter/cf801d16-5ff6-45d2-89e1-b02035d748c5?utm_referrer=explore
Putri Grosir Bali,Karyawan Gudang,"Ubud, Kab. Gianyar, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"disiplin dan bertanggung jawab, Sabar, Jujur Dan Pekerja Keras","Pria, Single, Pengalaman Tidak Diutamakan, Bersedia Mengikuti Training",https://glints.com/id/opportunities/jobs/karyawan-gudang/1258c4d4-f1e3-4cf6-8f06-b5c7c41815dd?utm_referrer=explore
PT Sukses Solusindo Digital,Java Backend Developer,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp8jt-Rp20jt,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/java-backend-developer/4ff54275-ced3-4e10-a27b-373af22238ea?utm_referrer=explore
Kumon Trenggana Bali,Tutor Bahasa Inggris Part Time,"Denpasar Timur, Denpasar, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Paruh Waktu,"Tutor, Bahas Inggris Intermediet, Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan","Wanita maksimal 35th, Minimal Lulusan SMA, Sabar dengan anak-anak, Jujur dan mau belajar, Kemampuan Bahasa Inggris sampai tingkat SMP",https://glints.com/id/opportunities/jobs/tutor-bahasa-inggris-part-time/743a14bd-0019-43df-8bc5-924b458379c0?utm_referrer=explore
Talenavi by RECTmedia,Backend Developer,"Semarang Tengah, Semarang, Jawa Tengah, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Participate in the entire application lifecycle, focusing on coding and debugging, Write code and tests, build prototypes, resolve issues, and profile and analyze bottlenecks, Manage and optimize scalable distributed systems in the cloud, Optimize web and mobile applications for performance and scalability",https://glints.com/id/opportunities/jobs/backend-developer/42ab1205-d189-49de-8a70-9a100b58427c?utm_referrer=explore
Jalakoteku,Manager Marketing,"Antapani, Bandung, Jawa Barat, Indonesia","Rp2,5jt-Rp6jt",Penuh Waktu,"Marketing Communications, Marketing Management, Digital Marketing, Sales and Marketing, Marketing Strategy, Marketing Campaign","Melakukan perencanaan, pengembangan, implementasi, dan pelaksanaan rencana pemasaran strategis, Menentukan anggaran dan target pemasaran untuk mencapainya, Melakukan penelitian untuk mengetahui kebutuhan dan keinginan audiens target, Mengidentifikasi masalah yang dihadapi konsumen dan mencari peluang, Mengembangkan audiens online melalui platform media sosial, Membuat konten untuk rilis pers, artikel, dan grafis sesuai kebutuhan, Melacak, mengukur, dan menganalisis inisiatif pemasaran",https://glints.com/id/opportunities/jobs/manager-marketing/da67aab8-4b9b-434d-93d0-3766ed6e9da5?utm_referrer=explore
Kumon Trenggana Bali,Tutor Bahasa Inggris Full Time,"Denpasar Timur, Denpasar, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Wanita maksimal 35th, Minimal Lulusan SMA, Sabar dengan anak-anak, Jujur dan mau belajar, Kemampuan Bahasa Inggris sampai tingkat SMP",https://glints.com/id/opportunities/jobs/tutor-bahasa-inggris-full-time/29044e6f-b4ab-4021-85c2-f5d1fdf6cd9a?utm_referrer=explore
Jalakoteku,Content Creator,"Antapani, Bandung, Jawa Barat, Indonesia","Rp1,5jt-Rp2,5jt",Penuh Waktu,"Social Media Analytics, Social Media Management, Public Speaking, Social Media Strategy, Basic Photo/video Editing","Melakukan penelitian untuk mengetahui kebutuhan dan keinginan audiens target, Mengidentifikasi masalah yang dihadapi konsumen dan mencari peluang, Mengembangkan audiens online melalui platform media sosia, Membuat content planning untuk sosial media, Membuat konten video (Tiktok & IG Reels), Menganalisis performa terhadap konten yang telah dibuat, Memantau Trend di media sosial, Menentukan anggaran untuk pembuatan konten, Berkoordinasi dengan team untuk menghasilkan sebuah media promosi yang powerfull",https://glints.com/id/opportunities/jobs/content-creator/ebfd4f60-887f-4f54-8f20-d1f71c91be05?utm_referrer=explore
Kumon Trenggana Bali,Tutor Matematika Part Time,"Denpasar Timur, Denpasar, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Paruh Waktu,,"Wanita maksimal 35th, Minimal Lulusan SMA, Sabar dengan anak-anak, Jujur dan mau belajar, Kemampuan Matematika sampai tingkat SMP",https://glints.com/id/opportunities/jobs/tutor-matematika-part-time/bd2028e7-9740-440c-8ede-c89f7893af8e?utm_referrer=explore
Myrobin,Mechanical Electrical Plumbing (MEP),"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Rp4jt,Penuh Waktu,,"Melakukan Perawatan AC, Plumbing, Elektronik, ketika ada unit yang Rusak, Melakukan Visiting dan Maintenance ke unit di Jabodetabek, Melakukan Perbaikan Perangkat Electrionic",https://glints.com/id/opportunities/jobs/mechanical-electrical-plumbing-mep/96832be2-1f2b-4ec1-8fe4-13daa7c1d642?utm_referrer=explore
Myrobin,Maintenance Staff,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia","Rp4jt-Rp4,5jt",Penuh Waktu,"Bisa Mengendarai Motor, Pengecatan, Sipil, Teknisi Sipil","Visit dan maintenance ke unit di JABODETABEK, Mengerjakan Cat Dinding dan Plafon (Cat Baru dan Pergantian Warna), Mengerjakan Pekerjaan Keramik (Perbaikan dan atau Pasang Baru), Mengerjakan Perbaikan Kebocoran yang bersumber dari Barang/outlet Sanitary",https://glints.com/id/opportunities/jobs/maintenance-staff/04ac4523-b944-4878-a986-e350d9db4b27?utm_referrer=explore
Livesmart Asia Pte Ltd,Content Creator,"Batam Kota, Batam, Kepulauan Riau, Indonesia","Rp3,5jt-Rp5jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/content-creator/fd5a44d9-5f2a-419f-b530-f19477bfe6fe?utm_referrer=explore
W BALI SEMINYAK,IT Trainee,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Magang,,,https://glints.com/id/opportunities/jobs/it-trainee/6536831d-9a83-49a1-a8bb-db4a52d06fe7?utm_referrer=explore
W BALI SEMINYAK,SPA Admin Trainee,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Magang,"Admin, Fresh Graduate, Trainee",,https://glints.com/id/opportunities/jobs/spa-admin-trainee/8e3c4d9b-7f28-45f3-9f40-45af6e2b6836?utm_referrer=explore
Livesmart Asia Pte Ltd,Videographer and Graphic Designer,"Lubuk Baja, Batam, Kepulauan Riau, Indonesia","Rp3,5jt-Rp5jt",Penuh Waktu,"Photo & Video Editing, Graphic Design, Photography",,https://glints.com/id/opportunities/jobs/videographer-and-graphic-designer/5f70bc8a-d079-441f-aced-ec35689377a6?utm_referrer=explore
W BALI SEMINYAK,Welcome (Front Office) Trainee,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Magang,,,https://glints.com/id/opportunities/jobs/welcome-front-office-trainee/4ce257e8-8912-4937-9d4a-549993fd600d?utm_referrer=explore
Nadira.id,Content Creator,"Cibinong, Kab. Bogor, Jawa Barat, Indonesia",Rp3jt,Penuh Waktu,,"Wanita muslimah berhijab, Usia max. 25 tahun, Domisili di Bogor lebih diutamakan, Berpenampilan menarik, Memiliki kemampuan Public Speaking yang baik, Percaya diri tampil di depan kamera, Kreatif dan berwawasan luas, Update mengenai konten sosial media terutama TikTok, Mempunyai pengalaman menjadi Content Creator dan Live streamer lebih diutamakan, Mampu bekerja dalam team, Siap bekerja dengan target",https://glints.com/id/opportunities/jobs/content-creator/37c84644-4004-47bf-be2f-da88d08e4a45?utm_referrer=explore
PT. Layana Computindo,Full Stack Web Developer,"Kapanewon Ngaglik, Kab. Sleman, DI Yogyakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Github, JavaScript, ReactJS, Laravel, PHP","3+ years of experience working with PHP, Previous experience working with MVC frameworks (Laravel), 2+ years of experience working with JavaScript, Experience working with Frontend frameworks (ReactJs, NextJs) at least 2 Years, Experience working with HTML/CSS, Very good SQL and basic RDBMS design experience, Strong OOP skills, Very good communication skills (written and spoken), Good debugging and testing skills, Knowledge of web application security concepts and best practices, Knowledge of Git and or another repository management",https://glints.com/id/opportunities/jobs/full-stack-web-developer/c4c5e3a3-c04a-4bb2-b579-d16578d78a08?utm_referrer=explore
W BALI SEMINYAK,Finance Trainee,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Magang,"Finance, Fresh Graduate, Trainee",,https://glints.com/id/opportunities/jobs/finance-trainee/1902ee68-09da-4ead-9abb-970c185f61e0?utm_referrer=explore
PT Mitraprima Lestari,Sales Executive,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Penjualan Dan Pemasaran, Penjualan, Strategi Penjualan","Melakukan pemasaran produk ke calon pelanggan maupun pelanggan yang sudah ada;, Mempersiapkan strategi pemasaran untuk mencapai hasil yang optimal;, Menjaga hubungan baik dengan pelanggan yang ada.",https://glints.com/id/opportunities/jobs/sales-executive/fd5aa511-0f0f-4ba1-bc5b-2beb3992cf01?utm_referrer=explore
PT Etrama Nusa Energi,Field Engineer,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"AutoCAD, Helioscope, PVSyst",,https://glints.com/id/opportunities/jobs/field-engineer/4b761bb0-25cf-411d-b99e-6b0b277509a0?utm_referrer=explore
PT Etrama Nusa Energi,HSE Officer (Ahli K3 Listrik),"Citeureup, Kab. Bogor, Jawa Barat, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/hse-officer-ahli-k3-listrik/370f6240-ab3c-41c9-9205-73e8adf809fd?utm_referrer=explore
PT Inovtek Sentra Global,Sales E Commerce,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia","Rp4jt-Rp4,5jt",Kontrak,"Fast Learner, Fast Typing, Sales Force Commerce, Fast Respone, E Commerce, Sales, Sales Marketing, B2c And B2b Sales",,https://glints.com/id/opportunities/jobs/sales-e-commerce/220bf3c7-e87a-4429-b7c9-c5cbbde3ee50?utm_referrer=explore
PT Easy Korean Education (Oppa Akademi),Guru Bahasa Korea,"Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Pendidikan minimal S1., Memiliki latar belakang pendidikan Bahasa Korea lebih diutamakan., Memiliki pengalaman mengajar diutamakan., Memiliki kemampuan berbahasa Inggris diutamakan., Memiliki sertifikat TOPIK diutamakan., Memiliki pengalaman mengajarkan materi atau pelatihan Ujian EPS TOPIK diutamakan., Goodlooking, kreatif, bertanggung jawab, percaya diri, memiliki public speaking skills, menguasai audience dan berani tampil didepan kamera., Memiliki pengetahuan luas tentang Budaya Korea dan trend Korea Selatan terkini., Memiliki Intra dan Interpersonal skills, tekun, sabar, mau belajar, siap multi-tasking dan siap menerima training atau briefing.",https://glints.com/id/opportunities/jobs/guru-bahasa-korea/23437a0f-5dc5-4402-97cc-f9189b569343?utm_referrer=explore
Pt. Tirtamas Megah,Surveyor,"Banyakan, Kab. Kediri, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"AutoCAD, Autodesk Civil 3D, bisa menggunakan total station, Autolevel/waterpass, theodolite surveyor",,https://glints.com/id/opportunities/jobs/surveyor/469310e4-9e6a-42bf-a275-26365a24c9e5?utm_referrer=explore
TK Islam Nabila,Kepala Sekolah,"Tangerang, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Creative, Leadership, Montessori Skills",,https://glints.com/id/opportunities/jobs/kepala-sekolah/61460ea3-fb65-46f6-a684-8855c1bc8df7?utm_referrer=explore
Natural Farm,Visual Merchandiser,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/visual-merchandiser/594aff7c-ff19-45d3-af81-fba31b695d6f?utm_referrer=explore
Gunung Cahaya Utama,QC Bagian Produksi,"Genuk, Semarang, Jawa Tengah, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/qc-bagian-produksi/f46d31db-9b46-4644-8c6c-b04b49b1a48f?utm_referrer=explore
Metrocom Jaddi Technology,Dotnet dan PHP Developer,"Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia",Rp5jt-Rp8jt,Kontrak,"jQuery, HTML, Bootstrap, JSS, SQL, Web Services, PHP, C#, Dotnet, Restful Api","Minimal S1 dari Perguruan Tinggi dengan Jurusan MIPA (Matematika/Fisika) atau IT: Teknik Komputer, Teknik Informatika, Sistem Informatika, Manajemen Informatika, Ilmu Komputer, Sistem Komputer, Teknologi Informasi., IPK minimal 2.75 (skala 4)., Memiliki kemampuan analisa yang baik dan detil., Memiliki pengetahuan SDLC (Waterfall dan/atau Agile)., Memiliki kemampuan yang baik dalam Problem Finding dan Problem Solving., Dapat bekerjasama dalam tim dan memiliki kemampuan interpersonal yang baik., Memahami proses bisnis produk perbankan, Memiliki pengalaman sebagai Programmer minimal 3 tahun., Dapat menggunakan GIT atau tools source control lainnya., Pengalaman project di banking industry /fintech/ e -commerce, Bersedia onsite (jakarta), Memiliki pengetahuan dan pengalaman kerja dengan salah satu kerangka kerja ini:",https://glints.com/id/opportunities/jobs/dotnet-dan-php-developer/bc41ccd3-9c66-432f-b8ef-b424af70fe76?utm_referrer=explore
PT Digi Porta Semesta,Frontend Web Wordpress (Hybrid Working),"Matraman, Jakarta Timur, DKI Jakarta, Indonesia",Rp6jt-Rp7jt,Penuh Waktu,"JavaScript, HTML, MySQL, CSS, PHP","Create and maintain the integrity of WordPress responsive website (Desktop & Mobile) for clients, Push the WordPress boundaries to achieve top-notch design and functionality, Daily workload includes content updates, image manipulation,  plugin installation, performance check, on-page SEO, adjustments, and  troubleshooting., Ability to troubleshoot and solve problems independently with minimum supervision, Research and remain informed of new technologies and development tools.",https://glints.com/id/opportunities/jobs/frontend-web-wordpress-hybrid-working/4b86d6ec-3e98-4466-9453-98b73a3a0e52?utm_referrer=explore
Cv Mandiri Cipta Jaya,Admin Staff,"Kapanewon Bantul, Kab. Bantul, DI Yogyakarta, Indonesia","Rp2,5jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/admin-staff/d61d3cef-8c58-4786-873f-29e8a4482193?utm_referrer=explore
MIRALAND,Petugas Keamanan/Satpam,"Kuta Selatan, Kab. Badung, Bali, Indonesia",Rp3jt-Rp4jt,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/petugas-keamanan-satpam/fc176580-acb9-463e-bb93-a0fb5dc2831e?utm_referrer=explore
MIRALAND,Project Supervisor,"Kuta Selatan, Kab. Badung, Bali, Indonesia",Rp3jt-Rp12jt,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/project-supervisor/3c02ee2d-37f2-4d7f-a9dc-c5ec7d6a8fb7?utm_referrer=explore
MIRALAND,Admin Tax,"Kuta Selatan, Kab. Badung, Bali, Indonesia","Rp3,2jt-Rp4jt",Penuh Waktu,,"Pendidikan Minimal D4/S1 Akutansi/Perpajakan, Pengalaman kerja di bidang perpajakan minimal 1 tahun.",https://glints.com/id/opportunities/jobs/admin-tax/8f04c579-728a-4fde-be93-3b80fdd4811e?utm_referrer=explore
